dataset,series_id,item_id,origin,model,repetition,seed,forecast_distribution,step,timestamp,actual,point_forecast,mean_forecast,q_10,q_20,q_30,q_40,q_50,q_60,q_70,q_80,q_90
chronos_m1_yearly,90:target,90:target::origin=0,0,chronos_t5_tiny,0,1288419292,chronos_samples,0,1988-12-31 00:00:00,3.4800000190734863,3.410830497741699,3.429885149002075,3.176455020904541,3.2393360137939453,3.2965006828308105,3.37272047996521,3.410830497741699,3.4870500564575195,3.5442147254943848,3.6242454051971436,3.7347640991210938
chronos_m1_yearly,90:target,90:target::origin=0,0,chronos_t5_tiny,0,1288419292,chronos_samples,1,1989-12-31 00:00:00,3.6500000953674316,3.477522611618042,3.4712343215942383,3.123101234436035,3.235525131225586,3.2965006828308105,3.391775608062744,3.477522611618042,3.5518367290496826,3.6642606258392334,3.7347640991210938,3.850998878479004
chronos_m1_yearly,90:target,90:target::origin=0,0,chronos_t5_tiny,0,1288419292,chronos_samples,2,1990-12-31 00:00:00,4.480000019073486,3.496577501296997,3.5024847984313965,2.932551860809326,3.197415351867676,3.2907841205596924,3.3841536045074463,3.496577501296997,3.666166067123413,3.7347640991210938,3.810983657836914,4.0034379959106445
chronos_m1_yearly,90:target,90:target::origin=0,0,chronos_t5_tiny,0,1288419292,chronos_samples,3,1991-12-31 00:00:00,4.380000114440918,3.477522611618042,3.490670680999756,2.945890188217163,3.125006675720215,3.2850677967071533,3.365098476409912,3.477522611618042,3.5708916187286377,3.7214255332946777,3.891014337539673,4.161593914031982
chronos_m1_yearly,90:target,90:target::origin=0,0,chronos_t5_tiny,0,1288419292,chronos_samples,4,1992-12-31 00:00:00,4.809999942779541,3.4203579425811768,3.4571337699890137,2.8010730743408203,2.9497013092041016,3.14406156539917,3.2507688999176025,3.4203579425811768,3.60137939453125,3.7214255332946777,3.967233896255493,4.3368988037109375
chronos_m1_yearly,90:target,90:target::origin=0,0,chronos_t5_tiny,0,1288419292,chronos_samples,5,1993-12-31 00:00:00,4.710000038146973,3.2965006828308105,3.427598476409912,2.7000818252563477,2.8849146366119385,3.024015188217163,3.117384672164917,3.2965006828308105,3.48323917388916,3.765251636505127,4.005343437194824,4.479811191558838
chronos_m1_yearly,90:target,90:target::origin=0,0,seasonal_naive,0,1530226048,degenerate,0,1988-12-31 00:00:00,3.4800000190734863,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115
chronos_m1_yearly,90:target,90:target::origin=0,0,seasonal_naive,0,1530226048,degenerate,1,1989-12-31 00:00:00,3.6500000953674316,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115
chronos_m1_yearly,90:target,90:target::origin=0,0,seasonal_naive,0,1530226048,degenerate,2,1990-12-31 00:00:00,4.480000019073486,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115
chronos_m1_yearly,90:target,90:target::origin=0,0,seasonal_naive,0,1530226048,degenerate,3,1991-12-31 00:00:00,4.380000114440918,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115
chronos_m1_yearly,90:target,90:target::origin=0,0,seasonal_naive,0,1530226048,degenerate,4,1992-12-31 00:00:00,4.809999942779541,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115
chronos_m1_yearly,90:target,90:target::origin=0,0,seasonal_naive,0,1530226048,degenerate,5,1993-12-31 00:00:00,4.710000038146973,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115
chronos_m1_yearly,90:target,90:target::origin=0,0,ar_2,0,1367314151,gaussian,0,1988-12-31 00:00:00,3.4800000190734863,3.4196174144744873,3.4196174144744873,3.214837074279785,3.2851340770721436,3.3358230590820312,3.3791348934173584,3.4196174144744873,3.460099935531616,3.5034117698669434,3.554100751876831,3.6243977546691895
chronos_m1_yearly,90:target,90:target::origin=0,0,ar_2,0,1367314151,gaussian,1,1989-12-31 00:00:00,3.6500000953674316,3.5696828365325928,3.5696828365325928,3.3385109901428223,3.417867422103882,3.4750890731811523,3.5239830017089844,3.5696828365325928,3.615382671356201,3.664276599884033,3.7214982509613037,3.8008546829223633
chronos_m1_yearly,90:target,90:target::origin=0,0,ar_2,0,1367314151,gaussian,2,1990-12-31 00:00:00,4.480000019073486,3.685797691345215,3.685797691345215,3.4087653160095215,3.5038650035858154,3.5724382400512695,3.6310317516326904,3.685797691345215,3.7405636310577393,3.79915714263916,3.8677303791046143,3.962829828262329
chronos_m1_yearly,90:target,90:target::origin=0,0,ar_2,0,1367314151,gaussian,3,1991-12-31 00:00:00,4.380000114440918,3.8173201084136963,3.8173201084136963,3.5110888481140137,3.6162118911743164,3.6920127868652344,3.756782054901123,3.8173201084136963,3.8778581619262695,3.942627429962158,4.018428325653076,4.123551368713379
chronos_m1_yearly,90:target,90:target::origin=0,0,ar_2,0,1367314151,gaussian,4,1992-12-31 00:00:00,4.809999942779541,3.940917491912842,3.940917491912842,3.604084014892578,3.719712018966675,3.8030879497528076,3.8743295669555664,3.940917491912842,4.007505416870117,4.078746795654297,4.16212272644043,4.2777509689331055
chronos_m1_yearly,90:target,90:target::origin=0,0,ar_2,0,1367314151,gaussian,5,1993-12-31 00:00:00,4.710000038146973,4.067622661590576,4.067622661590576,3.704756259918213,3.8293209075927734,3.919140577316284,3.9958884716033936,4.067622661590576,4.139357089996338,4.216104507446289,4.305924415588379,4.4304890632629395
chronos_m1_yearly,90:target,90:target::origin=0,0,ma_2,0,1490394959,gaussian,0,1988-12-31 00:00:00,3.4800000190734863,3.1858162879943848,3.1858162879943848,2.9723219871520996,3.045610189437866,3.0984561443328857,3.143611192703247,3.1858162879943848,3.2280213832855225,3.273176431655884,3.3260223865509033,3.399310350418091
chronos_m1_yearly,90:target,90:target::origin=0,0,ma_2,0,1490394959,gaussian,1,1989-12-31 00:00:00,3.6500000953674316,2.933377504348755,2.933377504348755,2.6268787384033203,2.732093334197998,2.8079607486724854,2.872786521911621,2.933377504348755,2.9939684867858887,3.0587942600250244,3.1346616744995117,3.2398762702941895
chronos_m1_yearly,90:target,90:target::origin=0,0,ma_2,0,1490394959,gaussian,2,1990-12-31 00:00:00,4.480000019073486,2.76106595993042,2.76106595993042,2.4081239700317383,2.5292818546295166,2.616645097732544,2.691293716430664,2.76106595993042,2.830838203430176,2.905486822128296,2.9928500652313232,3.1140079498291016
chronos_m1_yearly,90:target,90:target::origin=0,0,ma_2,0,1490394959,gaussian,3,1991-12-31 00:00:00,4.380000114440918,2.76106595993042,2.76106595993042,2.4081239700317383,2.5292818546295166,2.616645097732544,2.691293716430664,2.76106595993042,2.830838203430176,2.905486822128296,2.9928500652313232,3.1140079498291016
chronos_m1_yearly,90:target,90:target::origin=0,0,ma_2,0,1490394959,gaussian,4,1992-12-31 00:00:00,4.809999942779541,2.76106595993042,2.76106595993042,2.4081239700317383,2.5292818546295166,2.616645097732544,2.691293716430664,2.76106595993042,2.830838203430176,2.905486822128296,2.9928500652313232,3.1140079498291016
chronos_m1_yearly,90:target,90:target::origin=0,0,ma_2,0,1490394959,gaussian,5,1993-12-31 00:00:00,4.710000038146973,2.76106595993042,2.76106595993042,2.4081239700317383,2.5292818546295166,2.616645097732544,2.691293716430664,2.76106595993042,2.830838203430176,2.905486822128296,2.9928500652313232,3.1140079498291016
chronos_m1_yearly,90:target,90:target::origin=0,0,arma_2_2,0,2432763096,gaussian,0,1988-12-31 00:00:00,3.4800000190734863,4.114893436431885,4.114893436431885,4.049062728881836,4.071660995483398,4.087955951690674,4.101879596710205,4.114893436431885,4.1279072761535645,4.141830921173096,4.158125877380371,4.180724143981934
chronos_m1_yearly,90:target,90:target::origin=0,0,arma_2_2,0,2432763096,gaussian,1,1989-12-31 00:00:00,3.6500000953674316,5.060420513153076,5.060420513153076,4.988171100616455,5.012972831726074,5.030856609344482,5.046137809753418,5.060420513153076,5.074703216552734,5.08998441696167,5.107868194580078,5.132669925689697
chronos_m1_yearly,90:target,90:target::origin=0,0,arma_2_2,0,2432763096,gaussian,2,1990-12-31 00:00:00,4.480000019073486,6.717074394226074,6.717074394226074,6.627220153808594,6.658065319061279,6.680306911468506,6.699311256408691,6.717074394226074,6.734837532043457,6.753841876983643,6.776083469390869,6.806928634643555
chronos_m1_yearly,90:target,90:target::origin=0,0,arma_2_2,0,2432763096,gaussian,3,1991-12-31 00:00:00,4.380000114440918,9.339856147766113,9.339856147766113,9.23705005645752,9.272340774536133,9.297788619995117,9.31953239440918,9.339856147766113,9.360179901123047,9.38192367553711,9.407371520996094,9.442662239074707
chronos_m1_yearly,90:target,90:target::origin=0,0,arma_2_2,0,2432763096,gaussian,4,1992-12-31 00:00:00,4.809999942779541,13.581764221191406,13.581764221191406,13.44304084777832,13.49066162109375,13.524999618530273,13.554340362548828,13.581764221191406,13.609188079833984,13.638528823852539,13.672866821289062,13.720487594604492
chronos_m1_yearly,90:target,90:target::origin=0,0,arma_2_2,0,2432763096,gaussian,5,1993-12-31 00:00:00,4.710000038146973,20.41060447692871,20.41060447692871,20.209447860717773,20.278501510620117,20.328292846679688,20.370838165283203,20.41060447692871,20.45037078857422,20.492916107177734,20.542707443237305,20.61176109313965
chronos_m1_yearly,90:target,90:target::origin=0,0,arima_2_1_2,0,148919152,gaussian,0,1988-12-31 00:00:00,3.4800000190734863,3.4916954040527344,3.4916954040527344,3.3771932125091553,3.416499376296997,3.4448421001434326,3.469059705734253,3.4916954040527344,3.514331102371216,3.538548707962036,3.5668914318084717,3.6061975955963135
chronos_m1_yearly,90:target,90:target::origin=0,0,arima_2_1_2,0,148919152,gaussian,1,1989-12-31 00:00:00,3.6500000953674316,3.674700975418091,3.674700975418091,3.4162678718566895,3.5049827098846436,3.5689523220062256,3.6236119270324707,3.674700975418091,3.725790023803711,3.780449628829956,3.844419240951538,3.933134078979492
chronos_m1_yearly,90:target,90:target::origin=0,0,arima_2_1_2,0,148919152,gaussian,2,1990-12-31 00:00:00,4.480000019073486,3.8064522743225098,3.8064522743225098,3.3895156383514404,3.5326414108276367,3.635845184326172,3.724029064178467,3.8064522743225098,3.8888754844665527,3.9770593643188477,4.080263137817383,4.223388671875
chronos_m1_yearly,90:target,90:target::origin=0,0,arima_2_1_2,0,148919152,gaussian,3,1991-12-31 00:00:00,4.380000114440918,3.9530601501464844,3.9530601501464844,3.359459161758423,3.563230276107788,3.7101635932922363,3.835712432861328,3.9530601501464844,4.070407867431641,4.195956707000732,4.34289026260376,4.546660900115967
chronos_m1_yearly,90:target,90:target::origin=0,0,arima_2_1_2,0,148919152,gaussian,4,1992-12-31 00:00:00,4.809999942779541,4.065779685974121,4.065779685974121,3.2879042625427246,3.5549330711364746,3.7474794387817383,3.9120032787323,4.065779685974121,4.2195563316345215,4.384079933166504,4.576626300811768,4.843655109405518
chronos_m1_yearly,90:target,90:target::origin=0,0,arima_2_1_2,0,148919152,gaussian,5,1993-12-31 00:00:00,4.710000038146973,4.184223175048828,4.184223175048828,3.213505268096924,3.5467329025268555,3.787013292312622,3.992324113845825,4.184223175048828,4.37612247467041,4.581432819366455,4.821713447570801,5.154941082000732
chronos_m1_yearly,90:target,90:target::origin=0,0,auto_arima,0,2681911482,gaussian,0,1988-12-31 00:00:00,3.4800000190734863,4.080788612365723,4.080788612365723,3.9912984371185303,4.0220184326171875,4.044169902801514,4.0630974769592285,4.080788612365723,4.098479747772217,4.117407321929932,4.139558792114258,4.170278549194336
chronos_m1_yearly,90:target,90:target::origin=0,0,auto_arima,0,2681911482,gaussian,1,1989-12-31 00:00:00,3.6500000953674316,5.092632293701172,5.092632293701172,5.003459930419922,5.03407096862793,5.056143760681152,5.0750041007995605,5.092632293701172,5.110260486602783,5.129120826721191,5.151193618774414,5.181804656982422
chronos_m1_yearly,90:target,90:target::origin=0,0,auto_arima,0,2681911482,gaussian,2,1990-12-31 00:00:00,4.480000019073486,6.778222560882568,6.778222560882568,6.671067714691162,6.707851886749268,6.734375476837158,6.757039546966553,6.778222560882568,6.799405574798584,6.8220696449279785,6.848593235015869,6.885377407073975
chronos_m1_yearly,90:target,90:target::origin=0,0,auto_arima,0,2681911482,gaussian,3,1991-12-31 00:00:00,4.380000114440918,9.527045249938965,9.527045249938965,9.382576942443848,9.432169914245605,9.46792984008789,9.498485565185547,9.527045249938965,9.555604934692383,9.586160659790039,9.621920585632324,9.671513557434082
chronos_m1_yearly,90:target,90:target::origin=0,0,auto_arima,0,2681911482,gaussian,4,1992-12-31 00:00:00,4.809999942779541,14.009764671325684,14.009764671325684,13.795660972595215,13.869158744812012,13.922155380249023,13.967438697814941,14.009764671325684,14.052090644836426,14.097373962402344,14.150370597839355,14.223868370056152
chronos_m1_yearly,90:target,90:target::origin=0,0,auto_arima,0,2681911482,gaussian,5,1993-12-31 00:00:00,4.710000038146973,21.320083618164062,21.320083618164062,20.98505401611328,21.10006332397461,21.182992935180664,21.25385284423828,21.320083618164062,21.386314392089844,21.45717430114746,21.540103912353516,21.655113220214844
chronos_m1_yearly,90:target,90:target::origin=0,0,prophet,0,3358925276,samples,0,1988-12-31 00:00:00,3.4800000190734863,3.1168007850646973,3.1083319187164307,2.9420969486236572,3.0134737491607666,3.049823045730591,3.0835399627685547,3.1168007850646973,3.1425795555114746,3.1781818866729736,3.204312562942505,3.2405099868774414
chronos_m1_yearly,90:target,90:target::origin=0,0,prophet,0,3358925276,samples,1,1989-12-31 00:00:00,3.6500000953674316,3.2615180015563965,3.258089780807495,3.092205762863159,3.1644039154052734,3.192768096923828,3.229032516479492,3.2615180015563965,3.2950491905212402,3.319263219833374,3.3537983894348145,3.4210968017578125
chronos_m1_yearly,90:target,90:target::origin=0,0,prophet,0,3358925276,samples,2,1990-12-31 00:00:00,4.480000019073486,3.4070544242858887,3.4207427501678467,3.2593467235565186,3.3180973529815674,3.341477155685425,3.3768630027770996,3.4070544242858887,3.431854009628296,3.481588363647461,3.515537738800049,3.5825815200805664
chronos_m1_yearly,90:target,90:target::origin=0,0,prophet,0,3358925276,samples,3,1991-12-31 00:00:00,4.380000114440918,3.5939667224884033,3.596224784851074,3.4442086219787598,3.4939498901367188,3.5359554290771484,3.565747022628784,3.5939667224884033,3.6328113079071045,3.6634328365325928,3.699080467224121,3.7659988403320312
chronos_m1_yearly,90:target,90:target::origin=0,0,prophet,0,3358925276,samples,4,1992-12-31 00:00:00,4.809999942779541,3.5147018432617188,3.511033535003662,3.3713598251342773,3.407897472381592,3.44870662689209,3.48191237449646,3.5147018432617188,3.537287950515747,3.562633514404297,3.620072364807129,3.668835401535034
chronos_m1_yearly,90:target,90:target::origin=0,0,prophet,0,3358925276,samples,5,1993-12-31 00:00:00,4.710000038146973,3.6746506690979004,3.6607913970947266,3.513129711151123,3.58455228805542,3.6197426319122314,3.6541812419891357,3.6746506690979004,3.7009737491607666,3.733766794204712,3.7788286209106445,3.8202390670776367
chronos_m1_yearly,90:target,90:target::origin=0,0,deepar,0,1641975837,samples,0,1988-12-31 00:00:00,3.4800000190734863,3.1624133586883545,3.0057425498962402,2.0915865898132324,2.5921237468719482,2.8081023693084717,2.9847941398620605,3.1624133586883545,3.289463520050049,3.5274736881256104,3.7255923748016357,4.084486961364746
chronos_m1_yearly,90:target,90:target::origin=0,0,deepar,0,1641975837,samples,1,1989-12-31 00:00:00,3.6500000953674316,3.396838903427124,3.357682466506958,2.282646894454956,2.6783535480499268,2.9980039596557617,3.296247720718384,3.396838903427124,3.5483899116516113,3.7731993198394775,4.019839763641357,4.363005638122559
chronos_m1_yearly,90:target,90:target::origin=0,0,deepar,0,1641975837,samples,2,1990-12-31 00:00:00,4.480000019073486,3.4051811695098877,3.3696279525756836,2.41023588180542,2.780087471008301,3.040142297744751,3.2628536224365234,3.4051811695098877,3.5786333084106445,3.8073863983154297,4.008575439453125,4.383996963500977
chronos_m1_yearly,90:target,90:target::origin=0,0,deepar,0,1641975837,samples,3,1991-12-31 00:00:00,4.380000114440918,3.4666242599487305,3.4092490673065186,2.3975143432617188,2.7057812213897705,2.9842188358306885,3.3063952922821045,3.4666242599487305,3.5514116287231445,3.7653467655181885,4.004988193511963,4.236992835998535
chronos_m1_yearly,90:target,90:target::origin=0,0,deepar,0,1641975837,samples,4,1992-12-31 00:00:00,4.809999942779541,3.335803985595703,3.3072550296783447,2.4487226009368896,2.754094123840332,2.9820139408111572,3.1136651039123535,3.335803985595703,3.428614377975464,3.6401448249816895,3.870278835296631,4.038763999938965
chronos_m1_yearly,90:target,90:target::origin=0,0,deepar,0,1641975837,samples,5,1993-12-31 00:00:00,4.710000038146973,3.270034074783325,3.3227787017822266,2.2497336864471436,2.563629627227783,2.9727635383605957,3.117882013320923,3.270034074783325,3.4697952270507812,3.7549259662628174,3.9226813316345215,4.511275291442871
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,0,2010-06-02 12:00:00,17.700000762939453,17.729656219482422,17.761512756347656,17.591144561767578,17.591144561767578,17.729656219482422,17.729656219482422,17.729656219482422,17.8681697845459,17.8681697845459,17.8681697845459,18.006683349609375
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,1,2010-06-02 13:00:00,17.700000762939453,17.4526309967041,17.465097427368164,17.17560577392578,17.314119338989258,17.41107749938965,17.4526309967041,17.4526309967041,17.591144561767578,17.591144561767578,17.591144561767578,17.729656219482422
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,2,2010-06-02 14:00:00,17.100000381469727,17.037092208862305,17.009387969970703,16.884729385375977,16.89858055114746,16.89858055114746,17.037092208862305,17.037092208862305,17.037092208862305,17.037092208862305,17.17560577392578,17.17560577392578
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,3,2010-06-02 15:00:00,16.799999237060547,16.621553421020508,16.65618133544922,16.48303985595703,16.59385108947754,16.621553421020508,16.621553421020508,16.621553421020508,16.76006507873535,16.76006507873535,16.76006507873535,16.773916244506836
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,4,2010-06-02 16:00:00,16.5,16.344528198242188,16.354223251342773,16.20601463317871,16.344528198242188,16.344528198242188,16.344528198242188,16.344528198242188,16.344528198242188,16.38608169555664,16.48303985595703,16.48303985595703
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,5,2010-06-02 17:00:00,16.200000762939453,16.20601463317871,16.1672306060791,16.067501068115234,16.067501068115234,16.067501068115234,16.067501068115234,16.20601463317871,16.20601463317871,16.20601463317871,16.20601463317871,16.344528198242188
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,6,2010-06-02 18:00:00,16.5,16.48303985595703,16.517667770385742,16.344528198242188,16.344528198242188,16.48303985595703,16.48303985595703,16.48303985595703,16.48303985595703,16.621553421020508,16.621553421020508,16.621553421020508
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,7,2010-06-02 19:00:00,17.899999618530273,17.8681697845459,17.868167877197266,17.729656219482422,17.729656219482422,17.729656219482422,17.8681697845459,17.8681697845459,17.8681697845459,17.8681697845459,17.8681697845459,18.006683349609375
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,8,2010-06-02 20:00:00,19.399999618530273,19.39181137084961,19.400123596191406,19.253299713134766,19.253299713134766,19.39181137084961,19.39181137084961,19.39181137084961,19.39181137084961,19.39181137084961,19.39181137084961,19.39181137084961
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,9,2010-06-02 21:00:00,20.899999618530273,20.776941299438477,20.835119247436523,20.638429641723633,20.776941299438477,20.776941299438477,20.776941299438477,20.776941299438477,20.776941299438477,20.915454864501953,20.915454864501953,20.915454864501953
