dataset,series_id,item_id,origin,step,timestamp,actual
chronos_m1_yearly,90:target,90:target::origin=0,0,-11,1977-12-31 00:00:00,2.140000104904175
chronos_m1_yearly,90:target,90:target::origin=0,0,-10,1978-12-31 00:00:00,2.069999933242798
chronos_m1_yearly,90:target,90:target::origin=0,0,-9,1979-12-31 00:00:00,2.5299999713897705
chronos_m1_yearly,90:target,90:target::origin=0,0,-8,1980-12-31 00:00:00,2.4000000953674316
chronos_m1_yearly,90:target,90:target::origin=0,0,-7,1981-12-31 00:00:00,2.5399999618530273
chronos_m1_yearly,90:target,90:target::origin=0,0,-6,1982-12-31 00:00:00,2.440000057220459
chronos_m1_yearly,90:target,90:target::origin=0,0,-5,1983-12-31 00:00:00,2.5999999046325684
chronos_m1_yearly,90:target,90:target::origin=0,0,-4,1984-12-31 00:00:00,2.569999933242798
chronos_m1_yearly,90:target,90:target::origin=0,0,-3,1985-12-31 00:00:00,2.8499999046325684
chronos_m1_yearly,90:target,90:target::origin=0,0,-2,1986-12-31 00:00:00,3.109999895095825
chronos_m1_yearly,90:target,90:target::origin=0,0,-1,1987-12-31 00:00:00,3.3399999141693115
chronos_m4_hourly,207:target,207:target::origin=0,0,-144,2010-05-27 12:00:00,16.799999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-143,2010-05-27 13:00:00,16.399999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-142,2010-05-27 14:00:00,15.899999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-141,2010-05-27 15:00:00,15.600000381469727
chronos_m4_hourly,207:target,207:target::origin=0,0,-140,2010-05-27 16:00:00,15.199999809265137
chronos_m4_hourly,207:target,207:target::origin=0,0,-139,2010-05-27 17:00:00,15.0
chronos_m4_hourly,207:target,207:target::origin=0,0,-138,2010-05-27 18:00:00,15.199999809265137
chronos_m4_hourly,207:target,207:target::origin=0,0,-137,2010-05-27 19:00:00,16.600000381469727
chronos_m4_hourly,207:target,207:target::origin=0,0,-136,2010-05-27 20:00:00,18.200000762939453
chronos_m4_hourly,207:target,207:target::origin=0,0,-135,2010-05-27 21:00:00,19.700000762939453
chronos_m4_hourly,207:target,207:target::origin=0,0,-134,2010-05-27 22:00:00,21.200000762939453
chronos_m4_hourly,207:target,207:target::origin=0,0,-133,2010-05-27 23:00:00,22.299999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-132,2010-05-28 00:00:00,23.299999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-131,2010-05-28 01:00:00,23.899999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-130,2010-05-28 02:00:00,24.299999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-129,2010-05-28 03:00:00,24.299999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-128,2010-05-28 04:00:00,24.100000381469727
chronos_m4_hourly,207:target,207:target::origin=0,0,-127,2010-05-28 05:00:00,23.600000381469727
chronos_m4_hourly,207:target,207:target::origin=0,0,-126,2010-05-28 06:00:00,22.899999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-125,2010-05-28 07:00:00,21.700000762939453
chronos_m4_hourly,207:target,207:target::origin=0,0,-124,2010-05-28 08:00:00,20.299999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-123,2010-05-28 09:00:00,19.399999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-122,2010-05-28 10:00:00,18.600000381469727
chronos_m4_hourly,207:target,207:target::origin=0,0,-121,2010-05-28 11:00:00,17.799999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-120,2010-05-28 12:00:00,17.0
chronos_m4_hourly,207:target,207:target::origin=0,0,-119,2010-05-28 13:00:00,16.700000762939453
chronos_m4_hourly,207:target,207:target::origin=0,0,-118,2010-05-28 14:00:00,16.200000762939453
chronos_m4_hourly,207:target,207:target::origin=0,0,-117,2010-05-28 15:00:00,15.800000190734863
chronos_m4_hourly,207:target,207:target::origin=0,0,-116,2010-05-28 16:00:00,15.399999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-115,2010-05-28 17:00:00,15.199999809265137
chronos_m4_hourly,207:target,207:target::origin=0,0,-114,2010-05-28 18:00:00,15.399999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-113,2010-05-28 19:00:00,16.799999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-112,2010-05-28 20:00:00,18.399999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-111,2010-05-28 21:00:00,19.899999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-110,2010-05-28 22:00:00,21.299999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-109,2010-05-28 23:00:00,22.5
chronos_m4_hourly,207:target,207:target::origin=0,0,-108,2010-05-29 00:00:00,23.399999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-107,2010-05-29 01:00:00,23.899999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-106,2010-05-29 02:00:00,24.399999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-105,2010-05-29 03:00:00,24.399999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-104,2010-05-29 04:00:00,24.200000762939453
chronos_m4_hourly,207:target,207:target::origin=0,0,-103,2010-05-29 05:00:00,23.700000762939453
chronos_m4_hourly,207:target,207:target::origin=0,0,-102,2010-05-29 06:00:00,23.100000381469727
chronos_m4_hourly,207:target,207:target::origin=0,0,-101,2010-05-29 07:00:00,21.799999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-100,2010-05-29 08:00:00,20.5
chronos_m4_hourly,207:target,207:target::origin=0,0,-99,2010-05-29 09:00:00,19.5
chronos_m4_hourly,207:target,207:target::origin=0,0,-98,2010-05-29 10:00:00,18.799999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-97,2010-05-29 11:00:00,18.0
chronos_m4_hourly,207:target,207:target::origin=0,0,-96,2010-05-29 12:00:00,17.100000381469727
chronos_m4_hourly,207:target,207:target::origin=0,0,-95,2010-05-29 13:00:00,16.799999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-94,2010-05-29 14:00:00,16.299999237060547
chronos_m4_hourly,207:target,207:target::origin=0,0,-93,2010-05-29 15:00:00,16.0
chronos_m4_hourly,207:target,207:target::origin=0,0,-92,2010-05-29 16:00:00,15.699999809265137
chronos_m4_hourly,207:target,207:target::origin=0,0,-91,2010-05-29 17:00:00,15.399999618530273
chronos_m4_hourly,207:target,207:target::origin=0,0,-90,2010-05-29 18:00:00,15.699999809265137
chronos_m4_hourly,207:target,207:target::origin=0,0,-89,2010-05-29 19:00:00,17.0
chronos_m4_hourly,207:target,207:target::origin=0,0,-88,2010-05-29 20:00:00,18.600000381469727
chronos_m4_hourly,207:target,207:target::origin=0,0,-87,2010-05-29 21:00:00,20.100000381469727
